stringency_index,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,Prevention ID
41.09,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6596
41.06,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6597
41.06,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,69257.2,6.14,1.0,6598
41.03,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6599
41.01,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6600
40.97,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6601
40.96,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6602
40.92,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6603
40.91,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6604
40.9,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,69706.8,6.11,3.85,6605
40.87,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6606
40.85,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6607
40.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6608
40.78,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6609
40.74,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6610
40.72,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6611
40.71,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,70265.4,6.1,4.78,6612
40.69,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6613
40.66,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6614
40.62,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6615
40.59,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6616
40.54,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6617
40.51,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6618
40.5,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,71298.4,6.12,8.74,6619
40.46,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6620
40.41,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6621
40.36,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6622
40.31,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6623
40.25,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6624
42.17,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6625
42.16,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,72865.8,6.2,13.12,6626
42.11,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6627
42.06,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6628
42.0,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6629
44.57,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6630
44.51,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6631
44.46,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6632
44.45,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,74782.8,6.29,15.89,6633
44.39,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6634
44.33,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6635
44.26,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6636
44.2,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6637
44.12,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6638
44.07,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6639
44.06,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,76325.6,6.36,12.49,6640
44.0,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6641
43.94,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6642
43.83,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6643
43.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6644
43.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,78223.2,6.45,14.94,6645
43.7,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6646
43.65,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6647
43.61,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6648
43.59,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6649
43.59,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,79937.4,6.52,13.18,6650
48.23,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6651
48.19,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6652
48.11,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6653
48.06,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6654
48.03,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6655
48.02,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,80561.1,6.5,4.48,6656
47.99,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6657
47.95,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6658
47.91,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6659
47.88,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6660
47.84,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6661
47.82,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6662
47.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,81043.8,6.46,3.43,6663
47.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6664
47.76,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6665
47.74,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6666
47.71,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6667
47.69,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6668
47.67,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6669
47.67,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,81801.5,6.45,5.53,6670
44.75,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6671
44.72,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6672
44.69,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6673
44.66,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6674
44.59,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6675
44.58,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,83304.4,6.5,11.08,6676
44.56,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6677
44.53,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6678
44.5,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6679
44.47,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6680
44.41,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6681
44.4,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84838.9,6.55,11.32,6682
44.38,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6683
44.36,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6684
44.3,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6685
44.27,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6686
44.25,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6687
44.25,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,85441.0,6.53,4.4,6688
44.23,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6689
44.21,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6690
29.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6691
29.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6692
29.76,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6693
29.74,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6694
29.74,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,85631.7,6.48,1.41,6695
29.72,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6696
29.71,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6697
29.69,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6698
29.67,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6699
29.65,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6700
29.64,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6701
29.64,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84979.4,6.36,-4.87,6702
29.62,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6703
29.6,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6704
29.59,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6705
29.58,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6706
29.58,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84346.9,6.25,-4.72,6707
29.57,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6708
29.56,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6709
29.55,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6710
29.54,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6711
29.54,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,83790.0,6.15,-4.25,6712
18.81,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6713
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6714
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,83637.9,6.08,-1.21,6715
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,83807.6,6.04,1.39,6716
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,84495.9,6.04,5.67,6717
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,85692.4,6.07,10.08,6718
18.8,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,87228.5,6.13,13.17,6719
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,88399.4,6.16,10.17,6720
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6721
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89076.7,6.16,5.94,6722
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89831.4,6.17,6.7,6723
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,90187.9,6.14,3.2,6724
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,90411.4,6.11,2.03,6725
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89705.1,6.02,-6.41,6726
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89906.2,5.99,1.87,6727
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89679.3,5.93,-2.12,6728
18.79,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,90193.8,5.93,4.86,6729
18.78,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6730
18.78,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,90043.1,5.87,-1.39,6731
18.78,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,89148.6,5.78,-8.22,6732
18.78,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,88137.7,5.67,-9.0,6733
11.11,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6734
,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,6735
,,22.63,,,,,77.66,,,,,6736
,,22.63,,,,,77.66,,-10.2,-2.39,5.81,6737
,,22.63,,,,,77.66,,-19.6,-3.39,-6.17,6738
,,22.63,,,,,77.66,,-32.2,-4.5,-9.16,6739
,,22.63,,,,,77.66,,-32.2,-3.81,0.0,6740
,,22.63,,,,,77.66,,-59.6,-6.04,-19.38,6741
,,22.63,,,,,77.66,,-89.8,-7.93,-20.66,6742
,,22.63,,,,,77.66,,-80.2,-6.37,7.59,6743
,,22.63,,,,,77.66,,-74.8,-5.36,3.98,6744
,,22.63,,,,,77.66,,-35.4,-2.31,28.02,6745
,,22.63,,,,,77.66,,2.6,0.16,26.95,6746
,,22.63,,,,,77.66,,11.9,0.65,6.09,6747
,,22.63,,,,,77.66,,20.0,1.02,5.87,6748
,,22.63,,,,,77.66,,-7.1,-0.34,-18.18,6749
,,22.63,,,,,77.66,,-37.0,-1.63,-19.06,6750
,,22.63,,,,,77.66,,-64.1,-2.65,-19.07,6751
,,22.63,,,,,77.66,,-74.6,-2.93,-7.87,6752
,,22.63,,,,,77.66,,-82.5,-3.06,-5.41,6753
,,22.63,,,,,77.66,,333.8,11.73,276.24,6754
,,22.63,,,,,77.66,,558.9,18.78,171.96,6755
,,22.63,,,,,77.66,,559.8,17.96,0.64,6756
,,22.63,,,,,77.66,,560.7,17.19,0.62,6757
,,22.63,,,,,77.66,,546.2,16.03,-9.97,6758
33.33,259.967,7.2,,,,6.3,66.47,0.703,,,,6759
44.44,259.967,7.2,,,,6.3,66.47,0.703,,,,6760
62.96,259.967,7.2,,,,6.3,66.47,0.703,,,,6761
70.37,259.967,7.2,,,,6.3,66.47,0.703,,,,6762
76.85,259.967,7.2,,,,6.3,66.47,0.703,,,,6763
78.7,259.967,7.2,,,,6.3,66.47,0.703,,,,6764
81.48,259.967,7.2,,,,6.3,66.47,0.703,,,,6765
79.63,259.967,7.2,,,,6.3,66.47,0.703,,,,6766
84.26,259.967,7.2,,,,6.3,66.47,0.703,,,,6767
77.78,259.967,7.2,,,,6.3,66.47,0.703,,,,6768
72.22,259.967,7.2,,,,6.3,66.47,0.703,,,,6769
69.44,259.967,7.2,,,,6.3,66.47,0.703,,,,6770
65.74,259.967,7.2,,,,6.3,66.47,0.703,,,,6771
60.19,259.967,7.2,,,,6.3,66.47,0.703,,,,6772
68.52,259.967,7.2,,,,6.3,66.47,0.703,,,,6773
71.3,259.967,7.2,,,,6.3,66.47,0.703,,,,6774
67.59,259.967,7.2,,,,6.3,66.47,0.703,,,,6775
58.33,259.967,7.2,,,,6.3,66.47,0.703,,,,6776
61.11,259.967,7.2,,,,6.3,66.47,0.703,,,,6777
55.56,259.967,7.2,,,,6.3,66.47,0.703,,,,6778
51.85,259.967,7.2,,,,6.3,66.47,0.703,,,,6779
50.0,259.967,7.2,,,,6.3,66.47,0.703,,,,6780
49.07,259.967,7.2,,,,6.3,66.47,0.703,,,,6781
41.67,259.967,7.2,,,,6.3,66.47,0.703,,,,6782
46.4,259.967,7.2,,,,6.3,66.47,0.703,,,,6783
46.17,259.967,7.2,,,,6.3,66.47,0.703,,,,6784
51.82,259.967,7.2,,,,6.3,66.47,0.703,,,,6785
51.52,259.967,7.2,,,,6.3,66.47,0.703,,,,6786
48.21,259.967,7.2,,,,6.3,66.47,0.703,,,,6787
55.13,259.967,7.2,,,,6.3,66.47,0.703,,,,6788
11.11,259.967,7.2,,,,6.3,66.47,0.703,,,,6789
,259.967,7.2,,,,6.3,66.47,0.703,,,,6790
11.11,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6791
45.37,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6792
53.7,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6793
56.48,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6794
78.7,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6795
77.78,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6796
74.07,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6797
70.37,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6798
68.98,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6799
41.2,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6800
83.33,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6801
72.22,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6802
75.93,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6803
68.52,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6804
60.19,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6805
41.67,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6806
44.44,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6807
38.89,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6808
33.33,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6809
24.07,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6810
43.06,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6811
39.35,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6812
13.89,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6813
27.78,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6814
,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,6815
19.44,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6816
19.44,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,304.8,3.6,6.72,6817
30.56,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6818
41.67,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6819
45.37,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6820
52.78,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6821
55.56,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6822
59.26,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6823
70.37,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6824
78.7,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6825
88.89,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6826
90.74,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6827
100.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,157.1,1.25,-3.56,6828
100.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6829
96.3,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6830
96.3,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,-84.0,-0.51,-6.21,6831
84.26,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6832
69.44,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6833
69.44,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,-41.9,-0.21,1.1,6834
58.33,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6835
58.33,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,6.8,0.03,1.4,6836
57.41,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6837
51.85,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6838
51.85,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,311.7,1.15,8.96,6839
57.41,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,190.8,0.62,-3.47,6840
67.59,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6841
60.19,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6842
60.19,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,358.7,1.06,5.36,6843
56.48,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6844
61.11,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6845
55.56,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,853.6,2.28,13.79,6846
64.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6847
84.26,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,2966.7,7.2,55.38,6848
84.26,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,5109.2,11.25,50.76,6849
81.48,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6850
83.33,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6851
83.33,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,5733.9,11.48,13.85,6852
80.56,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6853
72.22,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6854
61.11,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,5826.8,10.84,2.45,6855
53.7,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6856
64.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,6072.5,10.5,6.03,6857
64.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,6433.8,10.44,9.49,6858
64.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,7249.3,11.09,21.8,6859
43.52,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6860
25.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,7971.4,11.59,21.25,6861
25.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6862
25.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,8849.7,12.28,26.42,6863
36.11,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6864
50.93,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6865
50.93,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,11421.2,15.13,75.51,6866
39.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6867
47.22,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6868
47.22,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,13675.5,17.41,73.8,6869
47.22,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,15771.8,19.22,59.66,6870
50.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6871
50.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,18595.3,21.67,75.5,6872
45.09,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6873
45.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6874
44.98,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6875
44.96,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6876
44.93,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6877
44.91,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6878
44.86,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6879
44.84,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6880
44.81,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6881
44.78,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6882
44.76,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6883
44.73,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6884
44.7,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6885
44.68,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6886
44.64,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6887
44.6,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6888
44.56,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6889
44.52,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6890
44.46,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6891
44.38,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6892
44.34,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6893
44.34,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,20504.2,22.8,46.06,6894
44.44,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6895
,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6896
37.96,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6897
21.3,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6898
17.59,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6899
13.89,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6900
11.11,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6901
0.0,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,6902
5.56,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6903
5.56,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-4767.9,-4.74,-5.22,6904
5.56,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-6599.8,-5.43,-8.78,6905
11.11,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6906
11.11,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-8363.3,-5.85,-8.24,6907
11.11,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11277.2,-6.84,-13.33,6908
16.67,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6909
19.44,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6910
25.0,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6911
25.0,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-14146.5,-7.56,-12.82,6912
25.0,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-16342.4,-7.82,-10.04,6913
28.7,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6914
32.87,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6915
32.87,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17429.1,-7.58,-5.19,6916
42.13,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6917
52.31,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6918
55.09,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6919
57.87,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6920
68.06,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6921
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17779.2,-7.11,-1.74,6922
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6923
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-17504.1,-6.5,1.42,6924
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-15790.4,-5.48,9.04,6925
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-13650.7,-4.45,11.65,6926
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-12330.0,-3.8,7.36,6927
76.85,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11659.9,-3.4,3.75,6928
75.46,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11163.0,-3.1,2.85,6929
71.76,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6930
66.2,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6931
64.35,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6932
64.35,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11208.1,-2.97,-0.25,6933
61.57,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6934
61.57,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11468.6,-2.9,-1.51,6935
59.72,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,6936
59.72,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-11256.1,-2.73,1.25,6937
